,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,image
275,HP,Omen 16-xf0060AX Gaming Laptop,125990,80.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920,1080,Windows 11 OS,1,https://cdn.wccftech.com/wp-content/uploads/2021/05/HP-Omen-16-2021-RX6000M-5900HX-2.jpeg
276,HP,Pavilion 15-eg3017TU Laptop,72990,63.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-103788952,imgsize-200,width-600/103788952.jpg"
277,MSI,Thin GF63 11UCX-1497IN Gaming Laptop,47990,69.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,2,https://cdn1.smartprix.com/rx-i2BYQX8Vt-w1200-h1200/2BYQX8Vt.jpg
278,HP,Victus  15-fa1060TX  Gaming Laptop,99999,71.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1,https://th-media.apjonlinecdn.com/catalog/product/cache/b3b166914d87ce343d4dc5ec5117b502/c/0/c08192495_1.png
279,Asus,Vivobook 15 X1504ZA-NJ325WS Laptop,40990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iJnlJzVa4-w1200-h1200/JnlJzVa4.jpg
280,Asus,Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop,94990,75.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,3840,2400,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i6ZN4tN9x-w420-h420/asus-zenbook-flip-14.jpg
281,Asus,VivoBook 15 X1500EA-EJ326WS Laptop,37990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1697022127/Croma%20Assets/Computers%20Peripherals/Laptop/Images/275129_11_waaa1l.png
282,Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,73990,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://p4-ofp.static.pub/fes/cms/2023/03/17/q3ulauoouu53z86i7mvh4of3e5uc7n075232.png
283,Lenovo,LOQ 15APH8 82XT009CIN 2023 Gaming Laptop,109990,75.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-isPcOZV3o-w1200-h1200/sPcOZV3o.jpg
284,Acer,Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,65999,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ivk42qIQR-w1200-h1200/vk42qIQR.jpg
285,Acer,Aspire Lite AL15-51 2023 Laptop,35990,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iwwyjnuOS-w1200-h1200/wwyjnuOS.jpg
286,Asus,Vivobook 15 X1504ZA-NJ321WS Laptop,37980,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iUVL4a1Ah-w1200-h1200/UVL4a1Ah.jpg
287,MSI,Modern 15 B11M-061IN Laptop,40789,63.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.wUmcfkF906LiAkZIzDp0bAHaEi?rs=1&pid=ImgDetMain
288,Dell,Alienware M18 R1 2023 Gaming Laptop,450039,83.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB,LPDDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,18.0,3200,1800,Windows 11 OS,1,https://th.bing.com/th/id/OIP.vt0Y9DavTo5CB7sWWWHi-wHaE6?rs=1&pid=ImgDetMain
289,Asus,Vivobook 14X K3405ZFB-KM752WS Laptop,89990,75.0,12th Gen Intel Core i7 12650H ,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,14.0,2880,1800,Windows 11 OS,1,https://www.91-img.com/pictures/laptops/asus/asus-14x-oled-k3405zfb-km752ws-159285-v1-large-1.jpg
290,Acer,Aspire 5 15 A515-58M Gaming Laptop,56990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.1SMLyvuSonkdv0Rg_y7dtwHaHa?rs=1&pid=ImgDetMain
291,Walker,NU14A1 Laptop,16990,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1920,1080,Windows 11 OS,1,https://5.imimg.com/data5/SELLER/Default/2023/10/354622053/AF/MV/FP/54161968/walker-notebook-nu14a1-laptop-1000x1000.jpg
292,Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,54990,63.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2880,1800,Windows 11 OS,1,https://images.expertreviews.co.uk/wp-content/uploads/2022/11/acer_swift_3_sf314-71_2022_12th_gen_3_0.jpg
293,Dell,Inspiron 14 5430 2023 Laptop,67000,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iIlXYbnIq-w1200-h1200/IlXYbnIq.jpg
294,Lenovo,ThinkBook 15 21JF002CIN Laptop,34499,69.32352941,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,DOS OS,1,https://www.notebookcheck.biz/uploads/tx_nbc2/ThinkBook_15_Intel_Gen2.png
295,HP,Pavilion Plus ‎14-eh1047TU Laptop,107763,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,2880,1800,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iD7PgpeMN-w1200-h1200/D7PgpeMN.jpg
296,Dell,Inspiron 7430 2 in 1 Laptop,61490,69.32352941,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,1TB,SSD,Intel UHD Graphics,14.0,1920,1200,Windows 11 OS,1,https://www.e-shop.gr/images/PER/BIG/PER.917915.jpg
297,HP,Pavilion Plus 14-eh1022TU Laptop,80490,69.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,2240,1400,Windows 11 OS,1,https://rukminim1.flixcart.com/image/400/400/xif0q/computer/d/g/w/14-eh1022tu-thin-and-light-laptop-hp-original-imagrdpdcy4mzf9j.jpeg?q=70
298,Lenovo,Ideapad Gaming 3 82SB00NXIN Laptop,57990,69.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.SwOHmsgNevHaHyTBLwk6pwHaGe?rs=1&pid=ImgDetMain
299,MSI,Modern 14 C11M-029IN Laptop,39990,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.pAJBxdd-YCPDm5pS15ySdwHaFB?rs=1&pid=ImgDetMain
300,Lenovo,Ideapad Flex 5i 14IAU7 82R70067IN Laptop,53990,64.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR4,512GB,SSD,Intel Integrated UHD,14.0,1920,1080,Windows 11 OS,1,https://i.pcmag.com/imagery/reviews/05VW3IrZ1pRgef6CpZI6qdZ-1..v1629320668.jpg
301,Dell,Inspiron 3535 Laptop,44500,69.32352941,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Rr5aoFRTWrt8w9fh00djRAHaEw?rs=1&pid=ImgDetMain
302,HP,14-hr0000AU Laptop,48999,60.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iXt9nDgXK-w1200-h1200/Xt9nDgXK.jpg
303,HP,Envy 15-fe0032TU Laptop,116990,70.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris X Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ie6fN9KGG-w1200-h1200/e6fN9KGG.jpg
304,Acer,Aspire 3 NX.KDESI.008 Laptop,30990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,DDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-is813OzJp-w1200-h1200/s813OzJp.jpg
305,Lenovo,IdeaPad Slim 3 82XQ008EIN Laptop,33790,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1920,1080,Windows 11 OS,1,https://media.croma.com/image/upload/v1689334698/Croma%20Assets/Computers%20Peripherals/Laptop/Images/273493_0_y1gksg.png
306,MSI,Thin GF63 11UCX-1476IN Gaming Laptop,51990,72.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6,1920,1080,Windows 11 OS,2,https://cdn1.smartprix.com/rx-i2BYQX8Vt-w1200-h1200/2BYQX8Vt.jpg
307,Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,45990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iYTKuu6Jt-w1200-h1200/YTKuu6Jt.jpg
308,MSI,Thin GF63 11UC-1475IN Gaming Laptop,51990,70.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 ,15.6,1920,1080,Windows 11 OS,2,https://th.bing.com/th/id/OIP.kt3mLMbtrdqz3OKiucJ3wgHaHa?rs=1&pid=ImgDetMain
309,Lenovo,V15 G3 IAP 82TTA00UIH Laptop,34099,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,DOS OS,1,https://e2simages.excess2sell.com/images/pviews/lenovcolain1681205363524_1681205363_view1.png
310,HP,Pavilion 15-EH3101AU Laptop,65600,66.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 8 Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.e6I_LxBXgyN3gioNbSfC3wHaF2?rs=1&pid=ImgDetMain
311,Lenovo,V15 G4 82YU00W6IN Laptop,27990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,DOS OS,1,https://cdn1.smartprix.com/rx-iXxc19Mqc-w1200-h1200/Xxc19Mqc.jpg
312,Lenovo,V14 G3 IAP Laptop,46990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14.0,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Po8NXsqV_V6kTyNSaGCVOAHaHa?rs=1&pid=ImgDetMain
313,Dell,‎G16-7630 2023 Gaming Laptop,161590,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560,1600,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iqUSw0Vee-w1200-h1200/qUSw0Vee.jpg
314,Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,98990,69.32352941,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688714713/Croma%20Assets/Computers%20Peripherals/Laptop/Images/274968_trgnc0.png
315,Lenovo,Legion 5 Pro 2023 Gaming Laptop,172990,79.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,16.0,2560,1600,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/qiV8Kp6xmrGT3FAg3NXkSd.jpg
316,Acer,One 14 Z8-415UN.599SI.009 Laptop,25990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ijViMd3jW-w1200-h1200/jViMd3jW.jpg
317,HP,Victus 15-fb0136AX Gaming Laptop,61990,66.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://cdn.moglix.com/p/hW9mLcQhO6OVL.jpg
318,Asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,76990,64.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,LPDDR4X,1TB,SSD,AMD Radeon AMD,14.0,2880,1800,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iLETCurLF-w500-h500/asus-zenbook-14x-ole.jpg
319,Dell,G15-5530 Gaming Laptop,126790,73.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iv2nSwU5R-w1200-h1200/v2nSwU5R.jpg
320,Asus,ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop,209990,73.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4,2560,1600,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iL6166Avk-w1200-h1200/L6166Avk.jpg
321,Asus,ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop,209990,79.0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,16.0,2560,1600,Windows 11 OS,1,https://dlcdnwebimgs.asus.com/gain/B7F82858-38C0-4A42-B751-5DE480B0ABB6
322,Asus,ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop,142990,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.0,1920,1200,Windows 11 OS,1,https://dlcdnwebimgs.asus.com/gain/B7F82858-38C0-4A42-B751-5DE480B0ABB6
323,Asus,Vivobook Pro 15 OLED K6502VU-MA951WS Laptop,156990,84.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,2880,1620,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iNqrwxyvB-w1200-h1200/NqrwxyvB.jpg
324,Asus,Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop,93980,70.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA Geforce RTX 3050,14.0,2880,1800,Windows 11 OS,1,https://th.bing.com/th/id/OIP.RfZs8sszgnM8IOnxVIqlEgHaFc?rs=1&pid=ImgDetMain
325,Asus,TUF Gaming F17 FX706HF-HX018W Laptop,53990,64.0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,17.3,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iTEvU8GNT-w1200-h1200/TEvU8GNT.jpg
326,HP,15s-fy5002TU Laptop,51990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iqQ76ZiIa-w1200-h1200/qQ76ZiIa.jpg
327,Asus,VivoBook 15 X515EA-EJ342WS Laptop,35990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Yhvjad-wW-ChohLbtAbofwHaHa?rs=1&pid=ImgDetMain
328,HP,15s-fy5003TU Laptop,37990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://m.media-amazon.com/images/I/81Ln6w1hqtL.jpg
329,HP,15-fc0030AU Laptop,46490,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iNJI8BAVo-w1200-h1200/NJI8BAVo.jpg
330,HP,15-eg3036TU Laptop,90490,69.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Integrated,15.6,1920,1080,Windows 11 OS,1,https://in-media.apjonlinecdn.com/catalog/product/cache/b3b166914d87ce343d4dc5ec5117b502/7/S/7S4P3PA-1_T1682044797.png
331,HP,Victus 15-fb0122AX Gaming Laptop,55990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iLtHOJ9BV-w1200-h1200/LtHOJ9BV.jpg
332,Asus,Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop,159990,88.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.0,3200,2000,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ijPf6s90h-w1200-h1200/jPf6s90h.jpg
333,HP,15-fd0011TU Laptop,57990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Integrated,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-102353458,imgsize-200,width-600/102353458.jpg"
334,Acer,Predator Helios Neo 16 NH.QLTSI.002 Laptop,104990,66.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16GB,LPDDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.0,2560,1600,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i5AexW82m-w1200-h1200/5AexW82m.jpg
335,Acer,Predator Helios Neo 16 NH.QLTSI.001 Laptop,99990,70.0,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,512GB,SSD,6GB NVIDIA GeForce RTX 4050,16.0,1920,1200,Windows 11 OS,1,https://ombasegroup.com/wp-content/uploads/2023/04/Acer-Predator-Helios-Neo-16.jpg
336,MSI,Cyborg 15 A12UCX-264IN Gaming Laptop,80500,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB Nvidia GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iGgkJ0ep2-w1200-h1200/GgkJ0ep2.jpg
337,Dell,Vostro 3425 Laptop,37990,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.YVxGRY3uWC_jYfrL453LGwHaHa?rs=1&pid=ImgDetMain
338,HP,15-fc0026AU Laptop,34250,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,https://hpworldjpnagar.com/wp-content/uploads/2023/05/7L030PA1.jpg
339,HP,Victus 15-fa1066TX Gaming Laptop,109990,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i87KPuCQL-w1200-h1200/87KPuCQL.jpg
340,HP,15s-fq2738TU Laptop,33990,69.32352941,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1366,768,Windows 11 OS,1,https://th.bing.com/th/id/OIP.cy8_SVNjgt6csfkNrKhbKAAAAA?rs=1&pid=ImgDetMain
341,Asus,Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop,79990,64.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Intel Iris Xe Graphics,13.3,2880,1800,Windows 11 OS,1,https://i0.wp.com/www.smartprix.com/bytes/wp-content/uploads/2021/07/ZenBook-OLED-Review-UM325UA-12-scaled.jpg?resize=2048%2C1536&ssl=1
342,Asus,Vivobook 15 2023 X1502VA-NJ541WS Laptop,64990,62.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Integrated Intel iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.lGTK88sf7SW8igppGun4UwHaEX?rs=1&pid=ImgDetMain
343,Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,109990,71.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i9sXOOZKL-w1200-h1200/9sXOOZKL.jpg
344,MSI,Bravo 15 B5ED-035IN Gaming Laptop,62990,72.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX6500M,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.f6VVQ-16-0WZOrIV6s3tPwHaHa?rs=1&pid=ImgDetMain
345,Huawei,MateBook D14 2023 Laptop,58999,65.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR4X,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,1,https://th.bing.com/th/id/OIP.lHtMNwzSNmg-3nvsbIRC7gHaEm?rs=1&pid=ImgDetMain
346,MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,420000,69.32352941,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB,DDR5,2TB,SSD,12GB NVIDIA GeForce RTX 4080,17.3,3840,2160,Windows 11 OS,2,https://cdn1.smartprix.com/rx-iVkpuUIHd-w1200-h1200/VkpuUIHd.jpg
347,Lenovo,E41-55 Laptop,23990,69.32352941,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iN3Ll3Til-w1200-h1200/N3Ll3Til.jpg
348,HP,15-fc0028AU Laptop,42999,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-99408766,imgsize-200,width-600/99408766.jpg"
349,HP,15s-eq2223AU Laptop,38861,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,https://e2simages.excess2sell.com/images/pviews/hpseqcolaam1687239574189_1687239574_view1.png
350,Lenovo,V15 G3 82TTA00VIH Laptop,33590,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,https://e2simages.excess2sell.com/images/products/lenovcolain1678778185811_1678778186_lg.png
351,HP,Chromebook 15a-na0012TU Laptop,15990,69.32352941,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB,LPDDR4x,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6,1366,768,Chrome OS,1,https://in-media.apjonlinecdn.com/catalog/product/cache/b3b166914d87ce343d4dc5ec5117b502/7/4/743A1PA-1_T1680321527.png
